RowIndex,Tag,Name,AnimationSpeed,Text,ChildrenJSON
195,Sticker,#188,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""187_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""187_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""187_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""187_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""187_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""187_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""187_07""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""187_08""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""187_09""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""187_10""}}]"
196,Sticker,#189,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""188_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""188_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""188_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""188_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""188_05""}}]"
197,Sticker,#190,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""189_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""189_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""189_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""189_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""189_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""189_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""189_07""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""189_08""}}]"
198,Sticker,#191,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""190_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""190_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""190_03""}}]"
199,Sticker,#192,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""191_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""191_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""191_03""}}]"
200,Sticker,#193,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""192_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""192_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""192_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""192_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""192_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""192_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""192_07""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""192_08""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""192_09""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""192_10""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""192_11""}}]"
201,Sticker,#194,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""193_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""193_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""193_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""193_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""193_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""193_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""193_07""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""193_08""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""193_09""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""193_10""}}]"
202,Sticker,#195,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""194_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""194_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""194_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""194_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""194_05""}}]"
203,Sticker,#196,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""195_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""195_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""195_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""195_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""195_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""195_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""195_07""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""195_08""}}]"
204,Sticker,#197,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""196_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""196_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""196_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""196_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""196_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""196_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""196_07""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""196_08""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""196_09""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""196_10""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""196_11""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""196_12""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""196_13""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""196_14""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""196_15""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""196_16""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""196_17""}}]"
205,Sticker,#198,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""197_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""197_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""197_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""197_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""197_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""197_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""197_07""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""197_08""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""197_09""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""197_10""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""197_11""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""197_12""}}]"
206,Sticker,#199,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""198_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""198_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""198_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""198_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""198_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""198_06""}}]"
207,Sticker,#200,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""199_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""199_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""199_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""199_04""}}]"
208,Sticker,#201,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""200_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""200_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""200_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""200_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""200_05""}}]"
209,Sticker,#202,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""201_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""201_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""201_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""201_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""201_05""}}]"
210,Sticker,#203,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""202_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""202_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""202_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""202_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""202_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""202_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""202_07""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""202_08""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""202_09""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""202_10""}}]"
211,Sticker,#204,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""203_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""203_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""203_03""}}]"
212,Sticker,#205,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""204_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""204_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""204_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""204_04""}}]"
