ID,Name,Icon,TypeDesc,TargetType,ItemLevel,RequireLevel,BasePrice,SellPrice,Throwable,Sellable,Bound,Stack,MaxUsageTimes,DurationHour,ExtraHint,ProgressTime,ProgressTick,MaxUsageTimesPerDay
32000309,Thận Quyết Cao Cấp,Herbal1_12,Thức ăn trân thú,PetGrass,10,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000310,Điệp Cao Cấp,PetFood_10,Thức ăn trân thú,PetWorm,10,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000311,Tàm Đậu Cao Cấp,Corn_10,Thức ăn trân thú,PetRice,10,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000312,Mỡ Mỏng Sơ Cấp,Meet_12,Thức ăn trân thú,PetMeat,10,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000313,Thận Quyết Sơ Cấp,Herbal1_12,Thức ăn trân thú,PetGrass,10,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000314,Điệp Sơ Cấp,PetFood_10,Thức ăn trân thú,PetWorm,10,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000315,Tàm Đậu Sơ Cấp,Corn_10,Thức ăn trân thú,PetRice,10,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000322,Mỡ Mỏng Trung Cấp,Meet_12,Thức ăn trân thú,PetMeat,10,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000323,Thận Quyết Trung Cấp,Herbal1_12,Thức ăn trân thú,PetGrass,10,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000324,Điệp Đặc Trung Cấp,PetFood_10,Thức ăn trân thú,PetWorm,10,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000325,Tàm Đậu Trung Cấp,Corn_10,Thức ăn trân thú,PetRice,10,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000332,Mỡ Mỏng Cao Cấp,Meet_12,Thức ăn trân thú,PetMeat,10,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000333,Thận Quyết Cao Cấp,Herbal1_12,Thức ăn trân thú,PetGrass,10,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000334,Điệp Cao Cấp,PetFood_10,Thức ăn trân thú,PetWorm,10,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32000335,Tàm Đậu Cao Cấp,Corn_10,Thức ăn trân thú,PetRice,10,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010100,Cường Lực Đan Sơ Phẩm,Medicine2_5,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010200,Nội Lực Đan Sơ Phẩm,Medicine2_6,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010300,Thiểm Điện Đan Sơ Phẩm,Medicine3_1,Dược phẩm,Self,4,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010400,Thiên Nhãn Đan Sơ Phẩm,Medicine3_10,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010500,Cổ Độc Đan Sơ Phẩm,Medicine2_9,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010600,Thiên Hàn Đan Sơ Phẩm,Medicine3_15,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010700,Quang Minh Đan Sơ Phẩm,Medicine2_7,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010800,Thánh Hỏa Đan Sơ Phẩm,Medicine3_4,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010900,Kháng Hỏa Đan Sơ Phẩm,Medicine2_8,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32011000,Kháng Huyền Đan Sơ Phẩm,Medicine3_9,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32011100,Kháng Độc Đan Sơ Phẩm,Medicine3_16,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32011200,Kháng Băng Đan Sơ Phẩm,Medicine4_2,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32011300,Hộ Thể Đan Sơ Phẩm,Medicine3_5,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010101,Cường Lực Đan Trung Phẩm,Medicine2_5,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010201,Nội Lực Đan Trung Phẩm,Medicine2_6,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010301,Thiểm Điện Đan Trung Phẩm,Medicine3_1,Dược phẩm,Self,4,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010401,Thiên Nhãn Đan Trung Phẩm,Medicine3_10,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010501,Cổ Độc Đan Trung Phẩm,Medicine2_9,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010601,Thiên Hàn Đan Trung Phẩm,Medicine3_15,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010701,Quang Minh Đan Trung Phẩm,Medicine2_7,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010801,Thánh Hỏa Đan Trung Phẩm,Medicine3_4,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010901,Kháng Hỏa Đan Trung Phẩm,Medicine2_8,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32011001,Kháng Huyền Đan Trung Phẩm,Medicine3_9,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32011101,Kháng Độc Đan Trung Phẩm,Medicine3_16,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32011201,Kháng Băng Đan Trung Phẩm,Medicine4_2,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32011301,Hộ Thể Đan Trung Phẩm,Medicine3_5,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010102,Cường Lực Đan Thượng Phẩm,Medicine2_5,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010202,Nội Lực Đan Thượng Phẩm,Medicine2_6,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010302,Thiểm Điện Đan Thượng Phẩm,Medicine3_1,Dược phẩm,Self,4,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010402,Thiên Nhãn Đan Thượng Phẩm,Medicine3_10,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010502,Cổ Độc Đan Thượng Phẩm,Medicine2_9,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010602,Thiên Hàn Đan Thượng Phẩm,Medicine3_15,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010702,Quang Minh Đan Thượng Phẩm,Medicine2_7,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010802,Thánh Hỏa Đan Thượng Phẩm,Medicine3_4,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010902,Kháng Hỏa Đan Thượng Phẩm,Medicine2_8,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32011002,Kháng Huyền Đan Thượng Phẩm,Medicine3_9,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32011102,Kháng Độc Đan Thượng Phẩm,Medicine3_16,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32011202,Kháng Băng Đan Thượng Phẩm,Medicine4_2,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32011302,Hộ Thể Đan Thượng Phẩm,Medicine3_5,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010103,Cường Lực Đan Hoàn Mỹ,Medicine2_5,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010203,Nội Lực Đan Hoàn Mỹ,Medicine2_6,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010303,Thiểm Điện Đan Hoàn Mỹ,Medicine3_1,Dược phẩm,Self,4,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010403,Thiên Nhãn Đan Hoàn Mỹ,Medicine3_10,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010503,Cổ Độc Đan Hoàn Mỹ,Medicine2_9,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010603,Thiên Hàn Đan Hoàn Mỹ,Medicine3_15,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010703,Quang Minh Đan Hoàn Mỹ,Medicine2_7,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010803,Thánh Hỏa Đan Hoàn Mỹ,Medicine3_4,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32010903,Kháng Hỏa Đan Hoàn Mỹ,Medicine2_8,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32011003,Kháng Huyền Đan Hoàn Mỹ,Medicine3_9,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32011103,Kháng Độc Đan Hoàn Mỹ,Medicine3_16,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32011203,Kháng Băng Đan Hoàn Mỹ,Medicine4_2,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32011303,Hộ Thể Đan Hoàn Mỹ,Medicine3_5,Dược phẩm,Self,3,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
32011403,Phục Hoàn Đan,Medicine4_13,Dược phẩm,Self,12,1,1,1,true,true,false,15000,-1,-1,,-1,-1,
33000001,Lam Sắc Linh Đan,taiwanzhuanyong10_6,Phụ thân linh đan,Spirit,1,1,12,3,true,true,false,15000,-1,-1,,-1,-1,
33000002,Phấn Sắc Linh Đan,taiwanzhuanyong10_7,Phụ thân linh đan,Spirit,1,1,12,3,true,true,false,15000,-1,-1,,-1,-1,
33000003,Tử Sắc Linh Đan,taiwanzhuanyong10_8,Phụ thân linh đan,Spirit,1,1,12,3,true,true,false,15000,-1,-1,,-1,-1,
33000004,Hoàng Sắc Linh Đan,taiwanzhuanyong10_5,Phụ thân linh đan,Spirit,1,1,12,3,true,true,false,15000,-1,-1,,-1,-1,
33000005,Thông Thiên Linh Đan,Cloth3_14,Dược phẩm,Self,10,1,4,1,true,true,false,5000,-1,-1,,-1,-1,
33000006,Triệt Địa Linh Đan,Cloth3_15,Dược phẩm,Pill,10,1,4,1,true,true,false,5000,-1,-1,,-1,-1,
33000007,Rượu Mừng Tân Niên,CircularTaskTool18_13,Đạo cụ đặc thù,Self,10,1,4,1,true,true,false,1,-1,121,,-1,-1,
