RowIndex,Tag,ID,Name,Text,ChildrenJSON
228,Set,228,Thương Vân,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""33""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""309""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""307""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk_p"",""Value"":""35""}}]"
229,Set,229,Thanh Châu,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""346""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critdef"",""Value"":""6""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""129""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""6""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp_p"",""Value"":""20""}}]"
230,Set,230,Ngọc Cung,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""382""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""427""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""12""}}]"
231,Set,231,Ngân Phố,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""143""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""384""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""12""}}]"
232,Set,232,Thiên Hà,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""40""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""22""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""7""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp_p"",""Value"":""20""}}]"
233,Set,233,Dao Dạ,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_iceatk"",""Value"":""27""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Value"":""27""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""444""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_undefined"",""Value"":""2993""}}]"
234,Set,234,Tích Thời,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""48""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""6""}}]"
235,Set,235,Hành Khách,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""91""}}]"
236,Set,236,Cố Tri,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critdef"",""Value"":""3""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""2""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""3""}}]"
237,Set,237,Đương Qui,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""9""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""17""}}]"
238,Set,238,Túc Xương,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""197""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_fireres"",""Value"":""2""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""3""}}]"
239,Set,239,Thề Ước,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critdef"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_fireatk"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp_p"",""Value"":""20""}}]"
240,Set,240,Ý Sơ,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_fireatk"",""Value"":""7""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""29""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""3""}}]"
241,Set,241,Yến Hoàn,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""33""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""309""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""307""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk_p"",""Value"":""35""}}]"
242,Set,242,Ấn,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""346""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critdef"",""Value"":""6""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""129""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""6""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp_p"",""Value"":""20""}}]"
243,Set,243,Đối Ảnh,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""382""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""427""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""12""}}]"
244,Set,244,Vân Trung,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""143""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""384""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""12""}}]"
245,Set,245,Thính Phong,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""40""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""22""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""7""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp_p"",""Value"":""20""}}]"
246,Set,246,Lạc Kỳ,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_fireatk"",""Value"":""27""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_lightatk"",""Value"":""27""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""444""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_undefined"",""Value"":""2995""}}]"
247,Set,247,Lạnh Chúc,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""48""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""6""}}]"
248,Set,248,Khô Hiệp,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""91""}}]"
249,Set,249,Kinh Thảo,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critdef"",""Value"":""3""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""2""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""3""}}]"
250,Set,250,Bàn Căn,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""9""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""17""}}]"
251,Set,251,Thuỳ Đằng,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""197""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_poisonres"",""Value"":""2""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""3""}}]"
252,Set,252,Vụ Ảnh,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critdef"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp_p"",""Value"":""20""}}]"
253,Set,253,Nguyệt Lưu,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_iceatk"",""Value"":""7""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""29""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""3""}}]"
254,Set,254,Tử Thuỷ,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""33""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""309""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""307""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk_p"",""Value"":""35""}}]"
255,Set,255,Mộ Trúc,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""346""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critdef"",""Value"":""6""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""129""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""6""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp_p"",""Value"":""20""}}]"
256,Set,256,Hàn Cốt,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""382""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""427""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""12""}}]"
257,Set,257,Dạ Truỵ,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""143""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""384""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""12""}}]"
258,Set,258,Khuynh Vân,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""40""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""33""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""7""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp_p"",""Value"":""20""}}]"
259,Set,259,Tuế Chiên,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Value"":""27""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_iceatk"",""Value"":""27""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""444""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_undefined"",""Value"":""2997""}}]"
260,Set,10147,Ngọc Cốt,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""34""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""328""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""20""}}]"
261,Set,10151,Điêu Lan,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""38""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""38""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""365""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk_p"",""Value"":""30""}}]"
262,Set,10193,Cát Sinh,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""48""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""6""}}]"
263,Set,10194,Triền Chi,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxmp"",""Value"":""500""}}]"
264,Set,10195,Tiêu Diệp,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critdef"",""Value"":""3""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""2""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""3""}}]"
265,Set,10196,Viễn Lam,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""17""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""9""}}]"
266,Set,10197,Vân Tụng,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""197""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_lightres"",""Value"":""2""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""3""}}]"
267,Set,10198,Lạc Hà,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critdef"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_lightatk"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp_p"",""Value"":""20""}}]"
268,Set,10199,Tinh Hà,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""272""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""29""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""3""}}]"
269,Set,10200,Ba Tâm,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""33""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""309""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""307""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk_p"",""Value"":""35""}}]"
270,Set,10201,Trường Hà,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""346""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critdef"",""Value"":""6""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxmp"",""Value"":""2017""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""6""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp_p"",""Value"":""20""}}]"
271,Set,10203,Hạc Minh,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_lightatk"",""Value"":""24""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""384""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""12""}}]"
272,Set,10204,Ngô Đồng,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""40""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""33""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""7""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp_p"",""Value"":""20""}}]"
