RowIndex,Tag,ID,NextID,Name,Type,Level,Model,ScaleP,ManPosition,WomanPosition,ManRotation,WomanRotation,UseAdditiveShader,Alpha,Text,ChildrenJSON
397,Wing,1006,1016,Phụ thể - Long Hoàng Biến Sắc (Cấp 1),SuperDragon,1,ShouHun230328JinLongJi06,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
398,Wing,1007,1017,Phụ thể - Long Hoàng Biến Sắc (Cấp 1),SuperDragon,1,ShouHun230328JinLongJi07,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
399,Wing,1008,1018,Phụ thể - Long Hoàng Biến Sắc (Cấp 1),SuperDragon,1,ShouHun230328JinLongJi08,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
400,Wing,1010,1020,Phụ thể - Long Hoàng (Cấp 2),SuperDragon,2,ShouHun230328JinLongErJi,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
401,Wing,1011,1021,Phụ thể - Long Hoàng Biến Sắc (Cấp 2),SuperDragon,2,ShouHun230328JinLongErJi01,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
402,Wing,1012,1022,Phụ thể - Long Hoàng Biến Sắc (Cấp 2),SuperDragon,2,ShouHun230328JinLongErJi02,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
403,Wing,1013,1023,Phụ thể - Long Hoàng Biến Sắc (Cấp 2),SuperDragon,2,ShouHun230328JinLongErJi03,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
404,Wing,1014,1024,Phụ thể - Long Hoàng Biến Sắc (Cấp 2),SuperDragon,2,ShouHun230328JinLongErJi04,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
405,Wing,1015,1025,Phụ thể - Long Hoàng Biến Sắc (Cấp 2),SuperDragon,2,ShouHun230328JinLongErJi05,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
406,Wing,1016,1026,Phụ thể - Long Hoàng Biến Sắc (Cấp 2),SuperDragon,2,ShouHun230328JinLongErJi06,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
407,Wing,1017,1027,Phụ thể - Long Hoàng Biến Sắc (Cấp 2),SuperDragon,2,ShouHun230328JinLongErJi07,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
408,Wing,1018,1028,Phụ thể - Long Hoàng Biến Sắc (Cấp 2),SuperDragon,2,ShouHun230328JinLongErJi08,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
409,Wing,1020,1030,Phụ thể - Long Hoàng (Cấp 3),SuperDragon,3,ShouHun230328JinLongSanJi,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
410,Wing,1021,1031,Phụ thể - Long Hoàng Biến Sắc (Cấp 3),SuperDragon,3,ShouHun230328JinLongSanJi01,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
411,Wing,1022,1032,Phụ thể - Long Hoàng Biến Sắc (Cấp 3),SuperDragon,3,ShouHun230328JinLongSanJi02,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
412,Wing,1023,1033,Phụ thể - Long Hoàng Biến Sắc (Cấp 3),SuperDragon,3,ShouHun230328JinLongSanJi03,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
413,Wing,1024,1034,Phụ thể - Long Hoàng Biến Sắc (Cấp 3),SuperDragon,3,ShouHun230328JinLongSanJi04,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
414,Wing,1025,1035,Phụ thể - Long Hoàng Biến Sắc (Cấp 3),SuperDragon,3,ShouHun230328JinLongSanJi05,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
415,Wing,1026,1036,Phụ thể - Long Hoàng Biến Sắc (Cấp 3),SuperDragon,3,ShouHun230328JinLongSanJi06,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
416,Wing,1027,1037,Phụ thể - Long Hoàng Biến Sắc (Cấp 3),SuperDragon,3,ShouHun230328JinLongSanJi07,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
417,Wing,1028,1038,Phụ thể - Long Hoàng Biến Sắc (Cấp 3),SuperDragon,3,ShouHun230328JinLongSanJi08,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
418,Wing,1030,1040,Phụ thể - Long Hoàng (Cấp 4),SuperDragon,4,ShouHun230328JinLongSiJi,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
419,Wing,1031,1041,Phụ thể - Long Hoàng Biến Sắc (Cấp 4),SuperDragon,4,ShouHun230328JinLongSiJi01,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
420,Wing,1032,1042,Phụ thể - Long Hoàng Biến Sắc (Cấp 4),SuperDragon,4,ShouHun230328JinLongSiJi02,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
421,Wing,1033,1043,Phụ thể - Long Hoàng Biến Sắc (Cấp 4),SuperDragon,4,ShouHun230328JinLongSiJi03,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
422,Wing,1034,1044,Phụ thể - Long Hoàng Biến Sắc (Cấp 4),SuperDragon,4,ShouHun230328JinLongSiJi04,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
423,Wing,1035,1045,Phụ thể - Long Hoàng Biến Sắc (Cấp 4),SuperDragon,4,ShouHun230328JinLongSiJi05,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
424,Wing,1036,1046,Phụ thể - Long Hoàng Biến Sắc (Cấp 4),SuperDragon,4,ShouHun230328JinLongSiJi06,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
425,Wing,1037,1047,Phụ thể - Long Hoàng Biến Sắc (Cấp 4),SuperDragon,4,ShouHun230328JinLongSiJi07,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
426,Wing,1038,1048,Phụ thể - Long Hoàng Biến Sắc (Cấp 4),SuperDragon,4,ShouHun230328JinLongSiJi08,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
427,Wing,1040,-1,Phụ thể - Long Hoàng (Cấp 5),SuperDragon,5,ShouHun230328JinLongWuJi,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
428,Wing,1041,-1,Phụ thể - Long Hoàng Biến Sắc (Cấp 5),SuperDragon,5,ShouHun230328JinLongWuJi01,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
429,Wing,1042,-1,Phụ thể - Long Hoàng Biến Sắc (Cấp 5),SuperDragon,5,ShouHun230328JinLongWuJi02,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
430,Wing,1043,-1,Phụ thể - Long Hoàng Biến Sắc (Cấp 5),SuperDragon,5,ShouHun230328JinLongWuJi03,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
431,Wing,1044,-1,Phụ thể - Long Hoàng Biến Sắc (Cấp 5),SuperDragon,5,ShouHun230328JinLongWuJi04,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
432,Wing,1045,-1,Phụ thể - Long Hoàng Biến Sắc (Cấp 5),SuperDragon,5,ShouHun230328JinLongWuJi05,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
433,Wing,1046,-1,Phụ thể - Long Hoàng Biến Sắc (Cấp 5),SuperDragon,5,ShouHun230328JinLongWuJi06,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
434,Wing,1047,-1,Phụ thể - Long Hoàng Biến Sắc (Cấp 5),SuperDragon,5,ShouHun230328JinLongWuJi07,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
435,Wing,1048,-1,Phụ thể - Long Hoàng Biến Sắc (Cấp 5),SuperDragon,5,ShouHun230328JinLongWuJi08,"100,100,100","0,0,-40","0,0,-40","180,0,0","180,0,0",false,50,,
436,Wing,1100,1110,Phụ thể - Dung Hồn Cốt Dực (Cấp 1),BoneWing,1,psoul_2024GuYiJi,"100,100,100","0,20,-25","0,20,-25","90,0,0","90,0,0",false,50,,
437,Wing,1101,1111,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 1),BoneWing,1,psoul_2024GuYiJi01,"100,100,100","0,20,-25","0,20,-25","90,0,0","90,0,0",false,50,,
438,Wing,1102,1112,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 1),BoneWing,1,psoul_2024GuYiJi02,"100,100,100","0,20,-25","0,20,-25","90,0,0","90,0,0",false,50,,
439,Wing,1103,1113,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 1),BoneWing,1,psoul_2024GuYiJi03,"100,100,100","0,20,-25","0,20,-25","90,0,0","90,0,0",false,50,,
440,Wing,1104,1114,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 1),BoneWing,1,psoul_2024GuYiJi04,"100,100,100","0,20,-25","0,20,-25","90,0,0","90,0,0",false,50,,
441,Wing,1105,1115,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 1),BoneWing,1,psoul_2024GuYiJi05,"100,100,100","0,20,-25","0,20,-25","90,0,0","90,0,0",false,50,,
442,Wing,1106,1116,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 1),BoneWing,1,psoul_2024GuYiJi06,"100,100,100","0,20,-25","0,20,-25","90,0,0","90,0,0",false,50,,
443,Wing,1107,1117,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 1),BoneWing,1,psoul_2024GuYiJi07,"100,100,100","0,20,-25","0,20,-25","90,0,0","90,0,0",false,50,,
444,Wing,1108,1118,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 1),BoneWing,1,psoul_2024GuYiJi08,"100,100,100","0,20,-25","0,20,-25","90,0,0","90,0,0",false,50,,
445,Wing,1110,1120,Phụ thể - Dung Hồn Cốt Dực (Cấp 2),BoneWing,2,psoul_2024GuYiErJi,"100,100,100","0,20,-25","0,20,-25","90,0,0","90,0,0",false,50,,
446,Wing,1111,1121,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 2),BoneWing,2,psoul_2024GuYiErJi01,"100,100,100","0,20,-25","0,20,-25","90,0,0","90,0,0",false,50,,
447,Wing,1112,1122,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 2),BoneWing,2,psoul_2024GuYiErJi02,"100,100,100","0,20,-25","0,20,-25","90,0,0","90,0,0",false,50,,
448,Wing,1113,1123,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 2),BoneWing,2,psoul_2024GuYiErJi03,"100,100,100","0,20,-25","0,20,-25","90,0,0","90,0,0",false,50,,
449,Wing,1114,1124,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 2),BoneWing,2,psoul_2024GuYiErJi04,"100,100,100","0,20,-25","0,20,-25","90,0,0","90,0,0",false,50,,
450,Wing,1115,1125,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 2),BoneWing,2,psoul_2024GuYiErJi05,"100,100,100","0,20,-25","0,20,-25","90,0,0","90,0,0",false,50,,
451,Wing,1116,1126,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 2),BoneWing,2,psoul_2024GuYiErJi06,"100,100,100","0,20,-25","0,20,-25","90,0,0","90,0,0",false,50,,
452,Wing,1117,1127,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 2),BoneWing,2,psoul_2024GuYiErJi07,"100,100,100","0,20,-25","0,20,-25","90,0,0","90,0,0",false,50,,
453,Wing,1118,1128,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 2),BoneWing,2,psoul_2024GuYiErJi08,"100,100,100","0,20,-25","0,20,-25","90,0,0","90,0,0",false,50,,
454,Wing,1120,1130,Phụ thể - Dung Hồn Cốt Dực (Cấp 3),BoneWing,3,psoul_2024GuYiSanJi,"100,100,100","0,20,-15","0,20,-15","90,0,0","90,0,0",false,50,,
455,Wing,1121,1131,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 3),BoneWing,3,psoul_2024GuYiSanJi01,"100,100,100","0,20,-15","0,20,-15","90,0,0","90,0,0",false,50,,
456,Wing,1122,1132,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 3),BoneWing,3,psoul_2024GuYiSanJi02,"100,100,100","0,20,-15","0,20,-15","90,0,0","90,0,0",false,50,,
457,Wing,1123,1133,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 3),BoneWing,3,psoul_2024GuYiSanJi03,"100,100,100","0,20,-15","0,20,-15","90,0,0","90,0,0",false,50,,
458,Wing,1124,1134,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 3),BoneWing,3,psoul_2024GuYiSanJi04,"100,100,100","0,20,-15","0,20,-15","90,0,0","90,0,0",false,50,,
459,Wing,1125,1135,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 3),BoneWing,3,psoul_2024GuYiSanJi05,"100,100,100","0,20,-15","0,20,-15","90,0,0","90,0,0",false,50,,
460,Wing,1126,1136,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 3),BoneWing,3,psoul_2024GuYiSanJi06,"100,100,100","0,20,-15","0,20,-15","90,0,0","90,0,0",false,50,,
461,Wing,1127,1137,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 3),BoneWing,3,psoul_2024GuYiSanJi07,"100,100,100","0,20,-15","0,20,-15","90,0,0","90,0,0",false,50,,
462,Wing,1128,1138,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 3),BoneWing,3,psoul_2024GuYiSanJi08,"100,100,100","0,20,-15","0,20,-15","90,0,0","90,0,0",false,50,,
463,Wing,1130,1140,Phụ thể - Dung Hồn Cốt Dực (Cấp 4),BoneWing,4,psoul_2024GuYiSiJi,"100,100,100","0,20,-15","0,20,-15","90,0,0","90,0,0",false,50,,
464,Wing,1131,1141,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 4),BoneWing,4,psoul_2024GuYiSiJi01,"100,100,100","0,20,-15","0,20,-15","90,0,0","90,0,0",false,50,,
465,Wing,1132,1142,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 4),BoneWing,4,psoul_2024GuYiSiJi02,"100,100,100","0,20,-15","0,20,-15","90,0,0","90,0,0",false,50,,
466,Wing,1133,1143,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 4),BoneWing,4,psoul_2024GuYiSiJi03,"100,100,100","0,20,-15","0,20,-15","90,0,0","90,0,0",false,50,,
467,Wing,1134,1144,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 4),BoneWing,4,psoul_2024GuYiSiJi04,"100,100,100","0,20,-15","0,20,-15","90,0,0","90,0,0",false,50,,
468,Wing,1135,1145,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 4),BoneWing,4,psoul_2024GuYiSiJi05,"100,100,100","0,20,-15","0,20,-15","90,0,0","90,0,0",false,50,,
469,Wing,1136,1146,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 4),BoneWing,4,psoul_2024GuYiSiJi06,"100,100,100","0,20,-15","0,20,-15","90,0,0","90,0,0",false,50,,
470,Wing,1137,1147,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 4),BoneWing,4,psoul_2024GuYiSiJi07,"100,100,100","0,20,-15","0,20,-15","90,0,0","90,0,0",false,50,,
471,Wing,1138,1148,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 4),BoneWing,4,psoul_2024GuYiSiJi08,"100,100,100","0,20,-15","0,20,-15","90,0,0","90,0,0",false,50,,
472,Wing,1140,-1,Phụ thể - Dung Hồn Cốt Dực (Cấp 5),BoneWing,5,psoul_2024GuYiWuJi,"100,100,100","0,20,-15","0,20,-15","90,0,0","90,0,0",false,50,,
473,Wing,1141,-1,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 5),BoneWing,5,psoul_2024GuYiWuJi01,"100,100,100","0,20,-15","0,20,-15","90,0,0","90,0,0",false,50,,
474,Wing,1142,-1,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 5),BoneWing,5,psoul_2024GuYiWuJi02,"100,100,100","0,20,-15","0,20,-15","90,0,0","90,0,0",false,50,,
475,Wing,1143,-1,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 5),BoneWing,5,psoul_2024GuYiWuJi03,"100,100,100","0,20,-15","0,20,-15","90,0,0","90,0,0",false,50,,
476,Wing,1144,-1,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 5),BoneWing,5,psoul_2024GuYiWuJi04,"100,100,100","0,20,-15","0,20,-15","90,0,0","90,0,0",false,50,,
477,Wing,1145,-1,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 5),BoneWing,5,psoul_2024GuYiWuJi05,"100,100,100","0,20,-15","0,20,-15","90,0,0","90,0,0",false,50,,
478,Wing,1146,-1,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 5),BoneWing,5,psoul_2024GuYiWuJi06,"100,100,100","0,20,-15","0,20,-15","90,0,0","90,0,0",false,50,,
479,Wing,1147,-1,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 5),BoneWing,5,psoul_2024GuYiWuJi07,"100,100,100","0,20,-15","0,20,-15","90,0,0","90,0,0",false,50,,
480,Wing,1148,-1,Phụ thể - Dung Hồn Cốt Dực Biến Sắc (Cấp 5),BoneWing,5,psoul_2024GuYiWuJi08,"100,100,100","0,20,-15","0,20,-15","90,0,0","90,0,0",false,50,,
481,Wing,1200,1210,Phụ thể - Thanh Long (Cấp 1),GreenDragon,1,ShouHun211223QingLongJi,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
482,Wing,1201,1211,Phụ thể - Thanh Long Biến Sắc (Cấp 1),GreenDragon,1,ShouHun211223QingLong1JiRanSe1,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
483,Wing,1202,1212,Phụ thể - Thanh Long Biến Sắc (Cấp 1),GreenDragon,1,ShouHun211223QingLong1JiRanSe2,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
484,Wing,1203,1213,Phụ thể - Thanh Long Biến Sắc (Cấp 1),GreenDragon,1,ShouHun211223QingLong1JiRanSe3,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
485,Wing,1204,1214,Phụ thể - Thanh Long Biến Sắc (Cấp 1),GreenDragon,1,ShouHun211223QingLong1JiRanSe4,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
486,Wing,1205,1215,Phụ thể - Thanh Long Biến Sắc (Cấp 1),GreenDragon,1,ShouHun211223QingLong1JiRanSe5,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
487,Wing,1206,1216,Phụ thể - Thanh Long Biến Sắc (Cấp 1),GreenDragon,1,ShouHun211223QingLong1JiRanSe6,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
488,Wing,1207,1217,Phụ thể - Thanh Long Biến Sắc (Cấp 1),GreenDragon,1,ShouHun211223QingLong1JiRanSe7,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
489,Wing,1208,1218,Phụ thể - Thanh Long Biến Sắc (Cấp 1),GreenDragon,1,ShouHun211223QingLong1JiRanSe8,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
490,Wing,1210,1220,Phụ thể - Thanh Long (Cấp 2),GreenDragon,2,ShouHun211223QingLongErJi,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
491,Wing,1211,1221,Phụ thể - Thanh Long Biến Sắc (Cấp 2),GreenDragon,2,ShouHun211223QingLong2JiRanSe1,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
492,Wing,1212,1222,Phụ thể - Thanh Long Biến Sắc (Cấp 2),GreenDragon,2,ShouHun211223QingLong2JiRanSe2,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
493,Wing,1213,1223,Phụ thể - Thanh Long Biến Sắc (Cấp 2),GreenDragon,2,ShouHun211223QingLong2JiRanSe3,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
494,Wing,1214,1224,Phụ thể - Thanh Long Biến Sắc (Cấp 2),GreenDragon,2,ShouHun211223QingLong2JiRanSe4,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
495,Wing,1215,1225,Phụ thể - Thanh Long Biến Sắc (Cấp 2),GreenDragon,2,ShouHun211223QingLong2JiRanSe5,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
496,Wing,1216,1226,Phụ thể - Thanh Long Biến Sắc (Cấp 2),GreenDragon,2,ShouHun211223QingLong2JiRanSe6,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
497,Wing,1217,1227,Phụ thể - Thanh Long Biến Sắc (Cấp 2),GreenDragon,2,ShouHun211223QingLong2JiRanSe7,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
498,Wing,1218,1228,Phụ thể - Thanh Long Biến Sắc (Cấp 2),GreenDragon,2,ShouHun211223QingLong2JiRanSe8,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
499,Wing,1220,-1,Phụ thể - Thanh Long (Cấp 3),GreenDragon,3,ShouHun211223QingLongSanJi,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
500,Wing,1221,-1,Phụ thể - Thanh Long Biến Sắc (Cấp 3),GreenDragon,3,ShouHun211223QingLong3JiRanSe1,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
501,Wing,1222,-1,Phụ thể - Thanh Long Biến Sắc (Cấp 3),GreenDragon,3,ShouHun211223QingLong3JiRanSe2,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
502,Wing,1223,-1,Phụ thể - Thanh Long Biến Sắc (Cấp 3),GreenDragon,3,ShouHun211223QingLong3JiRanSe3,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
503,Wing,1224,-1,Phụ thể - Thanh Long Biến Sắc (Cấp 3),GreenDragon,3,ShouHun211223QingLong3JiRanSe4,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
504,Wing,1225,-1,Phụ thể - Thanh Long Biến Sắc (Cấp 3),GreenDragon,3,ShouHun211223QingLong3JiRanSe5,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
505,Wing,1226,-1,Phụ thể - Thanh Long Biến Sắc (Cấp 3),GreenDragon,3,ShouHun211223QingLong3JiRanSe6,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
506,Wing,1227,-1,Phụ thể - Thanh Long Biến Sắc (Cấp 3),GreenDragon,3,ShouHun211223QingLong3JiRanSe7,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
507,Wing,1228,-1,Phụ thể - Thanh Long Biến Sắc (Cấp 3),GreenDragon,3,ShouHun211223QingLong3JiRanSe8,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
508,Wing,1300,1310,Phụ thể - Huyền Vũ (Cấp 1),BlackTurtle,1,ShouHun20220310XuanWuJi,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
509,Wing,1301,1311,Phụ thể - Huyền Vũ Biến Sắc (Cấp 1),BlackTurtle,1,ShouHun20220310XuanWu1JiRanSe2,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
510,Wing,1302,1312,Phụ thể - Huyền Vũ Biến Sắc (Cấp 1),BlackTurtle,1,ShouHun20220310XuanWu1JiRanSe3,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
511,Wing,1303,1313,Phụ thể - Huyền Vũ Biến Sắc (Cấp 1),BlackTurtle,1,ShouHun20220310XuanWu1JiRanSe4,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
512,Wing,1304,1314,Phụ thể - Huyền Vũ Biến Sắc (Cấp 1),BlackTurtle,1,ShouHun20220310XuanWu1JiRanSe5,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
513,Wing,1305,1315,Phụ thể - Huyền Vũ Biến Sắc (Cấp 1),BlackTurtle,1,ShouHun20220310XuanWu1JiRanSe6,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
514,Wing,1306,1316,Phụ thể - Huyền Vũ Biến Sắc (Cấp 1),BlackTurtle,1,ShouHun20220310XuanWu1JiRanSe7,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
515,Wing,1307,1317,Phụ thể - Huyền Vũ Biến Sắc (Cấp 1),BlackTurtle,1,ShouHun20220310XuanWu1JiRanSe8,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
516,Wing,1308,1318,Phụ thể - Huyền Vũ Biến Sắc (Cấp 1),BlackTurtle,1,ShouHun20220310XuanWu1JiRanSe9,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
517,Wing,1310,1320,Phụ thể - Huyền Vũ (Cấp 2),BlackTurtle,2,ShouHun20220310XuanWuErJi,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
518,Wing,1311,1321,Phụ thể - Huyền Vũ Biến Sắc (Cấp 2),BlackTurtle,2,ShouHun20220310XuanWu2JiRanSe2,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
519,Wing,1312,1322,Phụ thể - Huyền Vũ Biến Sắc (Cấp 2),BlackTurtle,2,ShouHun20220310XuanWu2JiRanSe3,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
520,Wing,1313,1323,Phụ thể - Huyền Vũ Biến Sắc (Cấp 2),BlackTurtle,2,ShouHun20220310XuanWu2JiRanSe4,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
521,Wing,1314,1324,Phụ thể - Huyền Vũ Biến Sắc (Cấp 2),BlackTurtle,2,ShouHun20220310XuanWu2JiRanSe5,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
522,Wing,1315,1325,Phụ thể - Huyền Vũ Biến Sắc (Cấp 2),BlackTurtle,2,ShouHun20220310XuanWu2JiRanSe6,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
523,Wing,1316,1326,Phụ thể - Huyền Vũ Biến Sắc (Cấp 2),BlackTurtle,2,ShouHun20220310XuanWu2JiRanSe7,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
524,Wing,1317,1327,Phụ thể - Huyền Vũ Biến Sắc (Cấp 2),BlackTurtle,2,ShouHun20220310XuanWu2JiRanSe8,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
525,Wing,1318,1328,Phụ thể - Huyền Vũ Biến Sắc (Cấp 2),BlackTurtle,2,ShouHun20220310XuanWu2JiRanSe9,"100,100,100","0,0,0","0,0,0","0,0,0","0,0,0",false,100,,
