RowIndex,Tag,ID,Sex,Name,Model,LerpFactor,Text,ChildrenJSON
360,Hair,359,1,Vũ Kết Phát,M_hair_2023heikongque,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023heikongque"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023heikongqueBanTou"",""LerpFactor"":""0""}}]"
361,Hair,360,0,Quy Khách Phát,W_hair_2022PBRtianxiahuiwu01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022PBRtianxiahuiwu01"",""LerpFactor"":""0""}}]"
362,Hair,361,1,Quy Khách Phát,M_hair_2022PBRtianxiahuiwu01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2022PBRtianxiahuiwu01"",""LerpFactor"":""0""}}]"
363,Hair,362,0,Hồng Tư Phát,NuZhuJiaoTouFaRuiHeTuGaoJi01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiRuiHeTuGaoJi01"",""LerpFactor"":""0""}}]"
364,Hair,363,1,Hồng Tư Phát,NanZhuJiaoTouFaRuiHeTuGaoJi01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiRuiHeTuGaoJi01"",""LerpFactor"":""0""}}]"
365,Hair,364,0,Nhung Thú Phát,W_hair_2022wegame,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2022wegame"",""LerpFactor"":""0""}}]"
366,Hair,365,1,Nhung Thú Phát,M_hair_2022wegame,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2022wegame"",""LerpFactor"":""0""}}]"
367,Hair,366,0,Hãi Lãng Phát,W_hair_2023kulouzhanjia,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023kulouzhanjia"",""LerpFactor"":""0""}}]"
368,Hair,367,1,Hãi Lãng Phát,M_hair_2023kulouzhanjia,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023kulouzhanjia"",""LerpFactor"":""0""}}]"
369,Hair,368,0,Thanh Chước Phát,W_hair_2023huxian,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023huxian"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023huxianBanTou"",""LerpFactor"":""0""}}]"
370,Hair,369,1,Thanh Chước Phát,M_hair_2023huxian,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":"""",""LerpFactor"":""0""}}]"
371,Hair,370,0,Tương Tri Phát,W_hair_2023xiaolongnv,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023xiaolongnv"",""LerpFactor"":""0""}}]"
372,Hair,371,1,Tương Tri Phát,M_hair_2023yangguo,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023yangguo"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023yangguoBanTou"",""LerpFactor"":""0""}}]"
373,Hair,372,0,Thuỳ Vân Phát,W_hair_2023fengqiuhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023fengqiuhuang"",""LerpFactor"":""0""}}]"
374,Hair,373,1,Thuỳ Vân Phát,M_hair_2023fengqiuhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023fengqiuhuang"",""LerpFactor"":""0""}}]"
375,Hair,374,0,Kiêu Dương Phát,W_hair_2023fengqiuhuang12,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023fengqiuhuang12"",""LerpFactor"":""0""}}]"
376,Hair,375,1,Kiêu Dương Phát,M_hair_2023fengqiuhuang12,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023fengqiuhuang12"",""LerpFactor"":""0""}}]"
377,Hair,376,0,Ngự Long Phát,W_hair_2023zhengbasai,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023zhengbasai"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023zhengbasaiBanTou"",""LerpFactor"":""0""}}]"
378,Hair,377,1,Ngự Long Phát,M_hair_2023zhengbasai,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023zhengbasai"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023zhengbasaiBanTou"",""LerpFactor"":""0""}}]"
379,Hair,378,0,Tòng Chinh Phát,W_hair_2023zhengbasaiEr,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023zhengbasaiEr"",""LerpFactor"":""0""}}]"
380,Hair,379,1,Tòng Chinh Phát,M_hair_2023zhengbasaiEr,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023zhengbasaiEr"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023zhengbasaiErBanTou"",""LerpFactor"":""0""}}]"
381,Hair,380,0,Cáp Thú Phát,W_hair_2023zhengbasaiSan,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023zhengbasaiSan"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023zhengbasaiSanBanTou"",""LerpFactor"":""0""}}]"
382,Hair,381,1,Cáp Thú Phát,M_hair_2023zhengbasaiSan,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023zhengbasaiSan"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023zhengbasaiSanBanTou"",""LerpFactor"":""0""}}]"
383,Hair,382,0,Lưu Hà Phát,W_hair_2023shiliu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023shiliu"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023shiliuBanTou"",""LerpFactor"":""0""}}]"
384,Hair,383,1,Lưu Hà Phát,M_hair_2023shiliu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023shiliu"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023shiliuBanTou"",""LerpFactor"":""0""}}]"
385,Hair,384,0,Đôi Ức Phát,W_hair_2023huangrong,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023huangrong"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023huangrongBanTou"",""LerpFactor"":""0""}}]"
386,Hair,385,1,Đôi Ức Phát,M_hair_2023guojing,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023guojing"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023guojingBanTou"",""LerpFactor"":""0""}}]"
387,Hair,386,0,Tương Tuý Phát,W_hair_2023jianianhua,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023jianianhua"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023jianianhuaBanTou"",""LerpFactor"":""0""}}]"
388,Hair,387,1,Tương Tuý Phát,M_hair_2023jianianhua,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023jianianhua"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023jianianhuaBanTou"",""LerpFactor"":""0""}}]"
389,Hair,388,0,Mê Mộng Phát,W_hair_2023jianianhua01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023jianianhua01"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023jianianhua01BanTou"",""LerpFactor"":""0""}}]"
390,Hair,389,1,Mê Mộng Phát,M_hair_2023jianianhua01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023jianianhua01"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023jianianhua01BanTou"",""LerpFactor"":""0""}}]"
391,Hair,390,0,Vô Cấu Phát,W_hair_2023ZMshaolin,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":"""",""LerpFactor"":""0""}}]"
392,Hair,391,1,Vô Cấu Phát,M_hair_2023ZMshaolin,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":"""",""LerpFactor"":""0""}}]"
393,Hair,392,0,Tề Quang Phát,W_hair_2023ZMmingjiao,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023ZMmingjiao"",""LerpFactor"":""0""}}]"
394,Hair,393,1,Tề Quang Phát,M_hair_2023ZMmingjiao,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023ZMmingjiao"",""LerpFactor"":""0""}}]"
395,Hair,394,0,Đan Tâm Phát,W_hair_2023ZMgaibang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023ZMgaibang"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023ZMgaibangBanTou"",""LerpFactor"":""0""}}]"
396,Hair,395,1,Đan Tâm Phát,M_hair_2023ZMgaibang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023ZMgaibang"",""LerpFactor"":""0""}}]"
397,Hair,396,0,Vân Hạc Phát,W_hair_2023ZMwudang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023ZMwudang"",""LerpFactor"":""0""}}]"
398,Hair,397,1,Vân Hạc Phát,M_hair_2023ZMwudang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023ZMwudang"",""LerpFactor"":""0""}}]"
399,Hair,398,0,Liên Y Phát,W_hair_2023ZMemei,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023ZMemei"",""LerpFactor"":""0""}}]"
400,Hair,399,1,Liên Y Phát,M_hair_2023ZMemei,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023ZMemei"",""LerpFactor"":""0""}}]"
401,Hair,400,0,Điểm Thuý Phát,NuZhuJiaoTouFaQianLiJiangShanShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiQianLiJiangShanShiZhuang"",""LerpFactor"":""0""}}]"
402,Hair,401,1,Điểm Thuý Phát,NanZhuJiaoTouFaQianLiJiangShanShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiQianLiJiangShanShiZhuang"",""LerpFactor"":""0""}}]"
403,Hair,402,0,Quỳnh Hoa Phát,NuZhuJiaoTouFaLiChunTaoZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiLiChunTaoZhuang"",""LerpFactor"":""0""}}]"
404,Hair,403,1,Quỳnh Hoa Phát,NanZhuJiaoTouFaLiChunTaoZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiLiChunTaoZhuang"",""LerpFactor"":""0""}}]"
405,Hair,404,0,Xuân Dao Phát,NuZhuJiaoTouFaChunJieTaoZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiChunJieTaoZhuang"",""LerpFactor"":""0""}}]"
406,Hair,405,1,Xuân Dao Phát,NanZhuJiaoTouFaChunJieTaoZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoChunJieTaoZhuangFaShi"",""LerpFactor"":""0""}}]"
407,Hair,406,0,Thái Thanh Phát,W_hair_2023ZMxiaoyao,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023ZMxiaoyao"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023ZMxiaoyaoBanTou"",""LerpFactor"":""0""}}]"
408,Hair,407,1,Thái Thanh Phát,M_hair_2023ZMxiaoyao,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023ZMxiaoyao"",""LerpFactor"":""0""}}]"
409,Hair,408,0,Thiên Mạch Phát,W_hair_2023ZMmurong,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023ZMmurong"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023ZMmurongBanTou"",""LerpFactor"":""0""}}]"
410,Hair,409,1,Thiên Mạch Phát,M_hair_2023ZMmurong,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023ZMmurong"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023ZMmurongBanTou"",""LerpFactor"":""0""}}]"
411,Hair,410,0,Trục Ảnh Phát,W_hair_2023ZMtangmen,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023ZMtangmen"",""LerpFactor"":""0""}}]"
412,Hair,411,1,Trục Ảnh Phát,M_hair_2023ZMtangmen,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023ZMtangmen"",""LerpFactor"":""0""}}]"
413,Hair,412,0,Huyền Chân Phát,W_hair_2023ZMguigu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023ZMguigu"",""LerpFactor"":""0""}}]"
414,Hair,413,1,Huyền Chân Phát,M_hair_2023ZMguigu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023ZMguigu"",""LerpFactor"":""0""}}]"
415,Hair,414,0,Hữu Nhai Phát,W_hair_2023ZMtaohuadao,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023ZMtaohuadao"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023ZMtaohuadaoBanTou"",""LerpFactor"":""0""}}]"
416,Hair,415,1,Hữu Nhai Phát,M_hair_2023ZMtaohuadao,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023ZMtaohuadao"",""LerpFactor"":""0""}}]"
417,Hair,416,0,Trường Hồng Phát,W_hair_2023ZMjueqinggu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023ZMjueqinggu"",""LerpFactor"":""0""}}]"
418,Hair,417,1,Trường Hồng Phát,M_hair_2023ZMjueqinggu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023ZMjueqinggu"",""LerpFactor"":""0""}}]"
419,Hair,418,0,Ngạo Tuyết Phát,W_hair_2023jinlong,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023jinlong"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023jinlongBanTou"",""LerpFactor"":""0""}}]"
420,Hair,419,1,Ngạo Tuyết Phát,M_hair_2023jinlong,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023jinlong"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023jinlongBanTou"",""LerpFactor"":""0""}}]"
421,Hair,420,0,Diệp Vũ Phát,W_hair_2023jinlong01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023jinlong01"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023jinlong01BanTou"",""LerpFactor"":""0""}}]"
422,Hair,421,1,Diệp Vũ Phát,M_hair_2023jinlong01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023jinlong01"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023jinlong01BanTou"",""LerpFactor"":""0""}}]"
423,Hair,422,0,Thuần Chân Phát,W_hair_2023yuetu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023yuetu"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023yuetuBanTou"",""LerpFactor"":""0""}}]"
424,Hair,423,1,Thuần Chân Phát,M_hair_2023canglang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023canglang"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023canglangBanTou"",""LerpFactor"":""0""}}]"
425,Hair,424,0,Quỳnh Hoa Phát,W_hair_2023yuetu09,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023yuetu09"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023yuetu09BanTou"",""LerpFactor"":""0""}}]"
426,Hair,425,1,Quỳnh Hoa Phát,M_hair_2023canglang09,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023canglang09"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023canglang09BanTou"",""LerpFactor"":""0""}}]"
427,Hair,426,0,Kim Chi Phát,W_hair_2021hebao,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021hebao"",""LerpFactor"":""0""}}]"
428,Hair,427,1,Kim Chi Phát,M_hair_2021hebao,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":"""",""LerpFactor"":""0""}}]"
429,Hair,428,0,Cẩm Sắc Phát,W_hair_2023JinLiHuaDeng,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023JinLiHuaDeng"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023JinLiHuaDengBanTou"",""LerpFactor"":""0""}}]"
430,Hair,429,1,Cẩm Sắc Phát,M_hair_2023JinLiHuaDeng,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023JinLiHuaDeng"",""LerpFactor"":""0""}}]"
431,Hair,430,0,Nga Quán Phát,W_hair_2023heisha,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023heisha"",""LerpFactor"":""0""}}]"
432,Hair,431,1,Nga Quán Phát,M_hair_2023heisha,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":"""",""LerpFactor"":""0""}}]"
433,Hair,432,0,Thương Nguyệt Phát,W_hair_2023NuZhanShi,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023NuZhanShi"",""LerpFactor"":""0""}}]"
434,Hair,433,1,Thương Nguyệt Phát,M_hair_2023NanZhanShi,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023NanZhanShi"",""LerpFactor"":""0""}}]"
435,Hair,434,0,Băng Huy Phát,W_hair_2023ZhengBaSaiBingShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023ZhengBaSaiBingShiZhuang"",""LerpFactor"":""0""}}]"
436,Hair,435,1,Băng Huy Phát,M_hair_2023ZhengBaSaiBingShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023LongNianMaMianQun01"",""LerpFactor"":""0""}}]"
437,Hair,436,0,Hà Quán Phát,W_hair_2023LongNianMaMianQun01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":"""",""LerpFactor"":""0""}}]"
438,Hair,437,1,Hà Quán Phát,M_hair_2023LongNianMaMianQun01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023LongNianMaMianQun01"",""LerpFactor"":""0""}}]"
439,Hair,438,0,U Ngữ Phát,W_hair_2023jingji,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023jingji"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023jingjiBanTou"",""LerpFactor"":""0""}}]"
440,Hair,439,1,U Ngữ Phát,M_hair_2023jingji,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023jingji"",""LerpFactor"":""0""}}]"
441,Hair,440,0,Tuyết Ngọc Phát,W_hair_2023jingji06,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023jingji06"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023jingji06BanTou"",""LerpFactor"":""0""}}]"
442,Hair,441,1,Tuyết Ngọc Phát,M_hair_2023jingji06,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023jingji06"",""LerpFactor"":""0""}}]"
443,Hair,442,0,Dư Bạch Phát,W_hair_2023LongNianMaMianQun,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023LongNianMaMianQun"",""LerpFactor"":""0""}}]"
444,Hair,443,1,Dư Bạch Phát,M_hair_2023LongNianMaMianQun,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023LongNianMaMianQun"",""LerpFactor"":""0""}}]"
445,Hair,444,0,Tạng Vân Phát,NuZhuJiaoTouFaBaiLongMoZiQianHongShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiBaiLongMoZiQianHongShiZhuang"",""LerpFactor"":""0""}}]"
446,Hair,445,1,Tạng Vân Phát,NanZhuJiaoTouFaBaiLongMoZiQianHongShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiBaiLongMoZiQianHongShiZhuang"",""LerpFactor"":""0""}}]"
447,Hair,446,0,Mặc Liên Phát,W_hair_2023ZhengBaSaiBingShiZhuang01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2023ZhengBaSaiBingShiZhuang01"",""LerpFactor"":""0""}}]"
448,Hair,447,1,Mặc Liên Phát,M_hair_2023ZhengBaSaiBingShiZhuang01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2023ZhengBaSaiBingShiZhuang01"",""LerpFactor"":""0""}}]"
449,Hair,448,0,Phỉ Nhiên Phát,W_hair_2024XiaoFu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2024XiaoFu"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2024XiaoFuBanTou"",""LerpFactor"":""0""}}]"
450,Hair,449,1,Phỉ Nhiên Phát,M_hair_2024XiaoFu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":"""",""LerpFactor"":""0""}}]"
451,Hair,450,0,Giải Sầu Phát,W_hair_2024ShiJiuJiangHu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2024ShiJiuJiangHu"",""LerpFactor"":""0""}}]"
452,Hair,451,1,Giải Sầu Phát,M_hair_2024ShiJiuJiangHu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2024ShiJiuJiangHu"",""LerpFactor"":""0""}}]"
453,Hair,452,0,Nhiễm Phong Phát,W_hair_2024ShiJiuJiangHu01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2024ShiJiuJiangHu01"",""LerpFactor"":""0""}}]"
454,Hair,453,1,Nhiễm Phong Phát,M_hair_2024ShiJiuJiangHu01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2024ShiJiuJiangHu01"",""LerpFactor"":""0""}}]"
455,Hair,454,0,Loạn Vân Phát,W_hair_2024ZhanJia,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2024ZhanJia"",""LerpFactor"":""0""}}]"
456,Hair,455,1,Loạn Vân Phát,M_hair_2024ZhanJia,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2024ZhanJia"",""LerpFactor"":""0""}}]"
457,Hair,456,0,Kiệt Ngạo Phát,W_hair_2024MuRongFu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2024MuRongFu"",""LerpFactor"":""0""}}]"
458,Hair,457,1,Kiệt Ngạo Phát,M_hair_2024MuRongFu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2024MuRongFu"",""LerpFactor"":""0""}}]"
459,Hair,458,0,Tẫn Diệt Phát,NuZhuJiaoTouFaZhouNianQingQiLinShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiZhouNianQingQiLinShiZhuangGaoJi"",""LerpFactor"":""0""}}]"
460,Hair,459,1,Tẫn Diệt Phát,NanZhuJiaoTouFaZhouNianQingQiLinShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":"""",""LerpFactor"":""0""}}]"
461,Hair,460,0,Sương Thanh Phát,W_hair_2024DuanWuLangHua,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2024DuanWuLangHua"",""LerpFactor"":""0""}}]"
462,Hair,461,1,Sương Thanh Phát,M_hair_2024DuanWuLangHua,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2024DuanWuLangHua"",""LerpFactor"":""0""}}]"
463,Hair,462,0,Hoa Diệu Phát,W_hair_2024DuanWuLangHua01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2024DuanWuLangHua01"",""LerpFactor"":""0""}}]"
464,Hair,463,1,Hoa Diệu Phát,M_hair_2024DuanWuLangHua01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2024DuanWuLangHua01"",""LerpFactor"":""0""}}]"
465,Hair,464,0,Lạc Vũ Phát,NuZhuJiaoTouFaBaiLongMoZiQianHongShiZhuang01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiBaiLongMoZiQianHongShiZhuang01"",""LerpFactor"":""0""}}]"
466,Hair,465,1,Lạc Vũ Phát,NanZhuJiaoTouFaBaiLongMoZiQianHongShiZhuang01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiBaiLongMoZiQianHongShiZhuang01"",""LerpFactor"":""0""}}]"
467,Hair,466,0,Hôn Quán Phát,W_hair_2024HunFuZiXia,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2024HunFuZiXia"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2024HunFuZiXiaBanTou"",""LerpFactor"":""0""}}]"
